Prep,Frame,H,M,Phase,Combo,Bout,Time,Class,Type,Moves,AComp,DComp
917,907,2,22,S,H2M22,11,7.709395,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,907,2,23,S,H2M23,11,7.709395,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,907,2,26,S,H2M26,11,7.709395,I,VA,NaN,A,V
,,,,,,,,,,,,
917,911,2,28,S,H2M28,11,7.743423845,I,VO,NaN,A,V
,,,,,,,,,,,,
917,912,2,2,S,H2M2,11,7.751931056,II,DL,NaN,A,D
,,,,,,,,,,,,
917,912,2,4,S,H2M4,11,7.751931056,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,931,2,12,S,H2M12,11,7.91356807,III,VL,NaN,A,V
,,,,,,,,,,,,
917,931,7,13,S,H7M13,11,7.91356807,III,VL,NaN,P,V
,,,,,,,,,,,,
917,934,2,28,S,H2M28,11,7.939089704,I,VO,NaN,A,V
,,,,,,,,,,,,
917,945,1,28,S,H1M28,11,8.032669028,I,VO,NaN,A,V
,,,,,,,,,,,,
917,961,1,4,S,H1M4,11,8.168784408,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,974,1,2,S,H1M2,11,8.279378154,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1008,6,1,S,H6M1,12,8.568623336,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1014,5,3,S,H5M3,12,8.619666604,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1014,1,13,S,H1M13,12,8.619666604,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1015,6,28,S,H6M28,12,8.628173815,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1016,2,2,S,H2M2,12,8.636681026,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1028,2,13,S,H2M13,12,8.738767561,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1036,3,1,S,H3M1,12,8.806825251,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1045,1,2,S,H1M2,12,8.883390153,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1049,2,21,S,H2M21,12,8.917418998,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1049,2,22,S,H2M22,12,8.917418998,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1056,1,8,S,H1M8,12,8.976969476,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1056,1,21,S,H1M21,12,8.976969476,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1056,1,22,S,H1M22,12,8.976969476,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1056,1,23,S,H1M23,12,8.976969476,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1057,2,24,S,H2M24,12,8.985476688,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1064,4,3,S,H4M3,12,9.045027166,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1064,3,21,S,H3M21,12,9.045027166,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1064,3,22,S,H3M22,12,9.045027166,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1066,3,3,S,H3M3,12,9.062041589,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1071,4,21,S,H4M21,12,9.104577645,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1074,3,8,S,H3M8,12,9.130099279,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1074,4,8,S,H4M8,12,9.130099279,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1074,4,22,S,H4M22,12,9.130099279,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1074,5,22,S,H5M22,12,9.130099279,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1074,4,23,S,H4M23,12,9.130099279,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1074,6,25,S,H6M25,12,9.130099279,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1076,3,2,S,H3M2,12,9.147113701,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1076,4,2,S,H4M2,12,9.147113701,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1076,3,5,S,H3M5,12,9.147113701,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1076,5,8,S,H5M8,12,9.147113701,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1076,4,25,S,H4M25,12,9.147113701,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1076,4,28,S,H4M28,12,9.147113701,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1077,2,8,S,H2M8,12,9.155620913,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1077,3,24,S,H3M24,12,9.155620913,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1077,3,26,S,H3M26,12,9.155620913,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1077,3,28,S,H3M28,12,9.155620913,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1078,5,2,S,H5M2,12,9.164128124,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1084,2,5,S,H2M5,12,9.215171391,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1084,2,26,S,H2M26,12,9.215171391,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1094,3,10,S,H3M10,12,9.300243504,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1137,6,22,S,H6M22,13,9.666053588,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1137,6,23,S,H6M23,13,9.666053588,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1138,6,8,S,H6M8,13,9.674560799,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1141,6,21,S,H6M21,13,9.700082433,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1143,1,4,S,H1M4,13,9.717096855,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1144,7,25,S,H7M25,13,9.725604066,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1145,5,8,S,H5M8,13,9.734111278,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1145,2,12,S,H2M12,13,9.734111278,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1148,5,25,S,H5M25,13,9.759632911,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1149,5,22,S,H5M22,13,9.768140123,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1149,5,23,S,H5M23,13,9.768140123,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1151,4,8,S,H4M8,13,9.785154545,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1152,6,2,S,H6M2,13,9.793661756,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1154,3,8,S,H3M8,13,9.810676179,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1162,1,8,S,H1M8,13,9.878733869,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1162,2,8,S,H2M8,13,9.878733869,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1162,2,10,S,H2M10,13,9.878733869,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1162,3,21,S,H3M21,13,9.878733869,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1164,2,22,S,H2M22,13,9.895748291,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1166,2,21,S,H2M21,13,9.912762714,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1166,2,23,S,H2M23,13,9.912762714,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1184,5,13,S,H5M13,13,10.06589252,III,VL,NaN,P,V
,,,,,,,,,,,,
917,1196,6,13,S,H6M13,13,10.16797905,III,VL,NaN,P,V
,,,,,,,,,,,,
917,1218,1,12,S,H1M12,13,10.3551377,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1218,1,21,S,H1M21,13,10.3551377,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1218,1,22,S,H1M22,13,10.3551377,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1218,1,23,S,H1M23,13,10.3551377,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1225,3,2,S,H3M2,13,10.41468818,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1230,3,21,S,H3M21,13,10.45722423,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1230,3,22,S,H3M22,13,10.45722423,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1236,2,4,S,H2M4,13,10.5082675,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1236,2,21,S,H2M21,13,10.5082675,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1237,2,2,S,H2M2,13,10.51677471,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1247,5,1,S,H5M1,13,10.60184683,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1247,5,1,S,H5M1,13,10.60184683,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1247,4,2,S,H4M2,13,10.60184683,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1251,1,3,S,H1M3,13,10.63587567,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1252,3,3,S,H3M3,13,10.64438288,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1262,1,13,S,H1M13,13,10.72945499,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1271,2,3,S,H2M3,13,10.8060199,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1276,5,2,S,H5M2,13,10.84855595,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1278,5,22,S,H5M22,13,10.86557037,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1278,5,23,S,H5M23,13,10.86557037,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1279,5,28,S,H5M28,13,10.87407759,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1280,4,8,S,H4M8,13,10.8825848,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1280,4,21,S,H4M21,13,10.8825848,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1280,5,25,S,H5M25,13,10.8825848,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1284,4,23,S,H4M23,13,10.91661364,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1286,4,25,S,H4M25,13,10.93362806,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1286,4,28,S,H4M28,13,10.93362806,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1288,1,2,S,H1M2,13,10.95064249,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1310,3,15,S,H3M15,14,11.13780113,II,VO,NaN,A,V
,,,,,,,,,,,,
917,1320,1,4,S,H1M4,14,11.22287325,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1320,1,28,S,H1M28,14,11.22287325,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1329,2,12,S,H2M12,14,11.29943815,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1334,3,13,S,H3M13,14,11.3419742,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1351,3,21,S,H3M21,14,11.4865968,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1352,2,8,S,H2M8,14,11.49510401,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1352,3,8,S,H3M8,14,11.49510401,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1353,3,2,S,H3M2,14,11.50361122,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1353,3,22,S,H3M22,14,11.50361122,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1354,2,26,S,H2M26,14,11.51211843,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1354,3,28,S,H3M28,14,11.51211843,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1357,2,21,S,H2M21,14,11.53764006,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1365,7,13,S,H7M13,14,11.60569775,III,VL,NaN,P,V
,,,,,,,,,,,,
917,1367,4,3,S,H4M3,14,11.62271218,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1382,4,13,S,H4M13,14,11.75032034,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1394,2,28,S,H2M28,14,11.85240688,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1397,1,8,S,H1M8,14,11.87792851,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1400,1,21,S,H1M21,14,11.90345015,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1400,1,22,S,H1M22,14,11.90345015,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1400,1,23,S,H1M23,14,11.90345015,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1402,2,24,S,H2M24,14,11.92046457,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1405,2,21,S,H2M21,14,11.9459862,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1405,2,23,S,H2M23,14,11.9459862,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1429,1,13,S,H1M13,15,12.15015927,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1437,3,8,S,H3M8,15,12.21821696,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1437,4,8,S,H4M8,15,12.21821696,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1437,5,8,S,H5M8,15,12.21821696,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1437,4,21,S,H4M21,15,12.21821696,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1437,4,22,S,H4M22,15,12.21821696,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1437,5,22,S,H5M22,15,12.21821696,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1437,6,22,S,H6M22,15,12.21821696,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1437,4,23,S,H4M23,15,12.21821696,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1437,5,23,S,H5M23,15,12.21821696,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1437,3,26,S,H3M26,15,12.21821696,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1438,4,2,S,H4M2,15,12.22672417,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1438,5,2,S,H5M2,15,12.22672417,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1438,3,21,S,H3M21,15,12.22672417,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1438,3,22,S,H3M22,15,12.22672417,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1438,3,23,S,H3M23,15,12.22672417,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1438,4,25,S,H4M25,15,12.22672417,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1438,4,28,S,H4M28,15,12.22672417,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1440,3,25,S,H3M25,15,12.2437386,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1440,5,28,S,H5M28,15,12.2437386,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1442,4,5,S,H4M5,15,12.26075302,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1443,2,5,S,H2M5,15,12.26926023,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1443,2,8,S,H2M8,15,12.26926023,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1447,2,28,S,H2M28,15,12.30328908,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1454,3,2,S,H3M2,15,12.36283955,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1454,1,28,S,H1M28,15,12.36283955,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1466,2,2,S,H2M2,15,12.46492609,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1471,5,2,S,H5M2,15,12.50746215,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1471,5,10,S,H5M10,15,12.50746215,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1472,3,3,S,H3M3,15,12.51596936,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1494,1,3,S,H1M3,15,12.703128,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1511,1,4,S,H1M4,15,12.8477506,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1519,2,12,S,H2M12,15,12.91580829,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1530,3,1,S,H3M1,15,13.00938761,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1532,2,4,S,H2M4,15,13.02640203,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1544,2,1,S,H2M1,15,13.12848857,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1561,2,2,S,H2M2,16,13.27311116,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1561,2,10,S,H2M10,16,13.27311116,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1561,3,21,S,H3M21,16,13.27311116,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1561,3,22,S,H3M22,16,13.27311116,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1561,2,26,S,H2M26,16,13.27311116,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1562,1,28,S,H1M28,16,13.28161837,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1564,3,2,S,H3M2,16,13.29863279,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1570,2,8,S,H2M8,16,13.34967606,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1591,5,1,S,H5M1,16,13.5283275,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1591,5,13,S,H5M13,16,13.5283275,III,VL,NaN,P,V
,,,,,,,,,,,,
917,1610,4,21,S,H4M21,16,13.68996451,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1610,5,26,S,H5M26,16,13.68996451,I,VA,NaN,P,V
,,,,,,,,,,,,
917,1610,5,26,S,H5M26,16,13.68996451,I,VA,NaN,P,V
,,,,,,,,,,,,
917,1611,3,8,S,H3M8,16,13.69847172,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1611,4,8,S,H4M8,16,13.69847172,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1611,4,22,S,H4M22,16,13.69847172,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1611,5,22,S,H5M22,16,13.69847172,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1611,4,23,S,H4M23,16,13.69847172,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1611,5,23,S,H5M23,16,13.69847172,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1612,5,8,S,H5M8,16,13.70697893,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1612,6,21,S,H6M21,16,13.70697893,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1612,6,22,S,H6M22,16,13.70697893,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1612,4,25,S,H4M25,16,13.70697893,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1613,3,21,S,H3M21,16,13.71548614,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1613,3,23,S,H3M23,16,13.71548614,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1614,4,2,S,H4M2,16,13.72399335,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1614,3,21,S,H3M21,16,13.72399335,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1614,3,23,S,H3M23,16,13.72399335,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1614,5,25,S,H5M25,16,13.72399335,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1614,4,28,S,H4M28,16,13.72399335,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1614,5,28,S,H5M28,16,13.72399335,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1615,3,28,S,H3M28,16,13.73250057,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1616,5,2,S,H5M2,16,13.74100778,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1616,2,25,S,H2M25,16,13.74100778,I,TR,NaN,A,TR
,,,,,,,,,,,,
917,1616,3,26,S,H3M26,16,13.74100778,I,VA,NaN,A,V
,,,,,,,,,,,,
917,1618,3,5,S,H3M5,16,13.7580222,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1620,2,8,S,H2M8,16,13.77503662,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1628,1,8,S,H1M8,16,13.84309431,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1628,1,21,S,H1M21,16,13.84309431,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1628,1,22,S,H1M22,16,13.84309431,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1628,1,23,S,H1M23,16,13.84309431,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1647,1,13,S,H1M13,16,14.00473133,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1667,2,3,S,H2M3,17,14.17487555,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1667,3,3,S,H3M3,17,14.17487555,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1668,6,8,S,H6M8,17,14.18338276,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1675,5,8,S,H5M8,17,14.24293324,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1675,6,21,S,H6M21,17,14.24293324,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1676,6,2,S,H6M2,17,14.25144045,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1676,6,22,S,H6M22,17,14.25144045,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1676,6,23,S,H6M23,17,14.25144045,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1676,6,25,S,H6M25,17,14.25144045,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1676,6,28,S,H6M28,17,14.25144045,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1677,5,22,S,H5M22,17,14.25994766,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1677,5,23,S,H5M23,17,14.25994766,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1678,6,3,S,H6M3,17,14.26845487,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1678,4,8,S,H4M8,17,14.26845487,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1680,3,8,S,H3M8,17,14.2854693,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1680,4,21,S,H4M21,17,14.2854693,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1680,4,22,S,H4M22,17,14.2854693,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1680,4,23,S,H4M23,17,14.2854693,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1681,2,5,S,H2M5,17,14.29397651,I,DO,NaN,A,D
,,,,,,,,,,,,
917,1681,3,21,S,H3M21,17,14.29397651,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1681,3,22,S,H3M22,17,14.29397651,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1684,2,22,S,H2M22,17,14.31949814,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1688,1,12,S,H1M12,17,14.35352699,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1688,2,12,S,H2M12,17,14.35352699,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1688,2,21,S,H2M21,17,14.35352699,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1688,2,28,S,H2M28,17,14.35352699,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1690,1,21,S,H1M21,17,14.37054141,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1690,1,22,S,H1M22,17,14.37054141,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1690,1,23,S,H1M23,17,14.37054141,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1690,1,24,S,H1M24,17,14.37054141,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1692,3,2,S,H3M2,17,14.38755583,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1708,1,4,S,H1M4,17,14.52367121,NaN,DL,NaN,A,D
,,,,,,,,,,,,
917,1711,4,3,S,H4M3,17,14.54919285,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1717,4,1,S,H4M1,17,14.60023611,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1733,6,13,S,H6M13,18,14.73635149,III,VL,NaN,P,V
,,,,,,,,,,,,
917,1737,6,25,S,H6M25,18,14.77038034,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1750,4,2,S,H4M2,18,14.88097408,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1750,3,8,S,H3M8,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,4,8,S,H4M8,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,3,21,S,H3M21,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,4,21,S,H4M21,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,3,22,S,H3M22,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,4,22,S,H4M22,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,3,23,S,H3M23,18,14.88097408,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1750,4,28,S,H4M28,18,14.88097408,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1775,1,3,S,H1M3,18,15.09365437,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1775,5,3,S,H5M3,18,15.09365437,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1803,5,22,S,H5M22,19,15.33185628,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1803,6,22,S,H6M22,19,15.33185628,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1803,5,23,S,H5M23,19,15.33185628,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1803,6,23,S,H6M23,19,15.33185628,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1806,5,8,S,H5M8,19,15.35737791,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1806,5,24,S,H5M24,19,15.35737791,III,TR,NaN,P,TR
,,,,,,,,,,,,
917,1806,5,25,S,H5M25,19,15.35737791,I,TR,NaN,P,TR
,,,,,,,,,,,,
917,1806,5,28,S,H5M28,19,15.35737791,I,VO,NaN,P,V
,,,,,,,,,,,,
917,1809,5,2,S,H5M2,19,15.38289955,II,DL,NaN,P,D
,,,,,,,,,,,,
917,1809,4,21,S,H4M21,19,15.38289955,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1809,4,23,S,H4M23,19,15.38289955,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1822,2,8,S,H2M8,19,15.49349329,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1822,3,21,S,H3M21,19,15.49349329,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1822,1,28,S,H1M28,19,15.49349329,I,VO,NaN,A,V
,,,,,,,,,,,,
917,1824,2,21,S,H2M21,19,15.51050772,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1839,1,21,S,H1M21,19,15.63811589,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1839,1,22,S,H1M22,19,15.63811589,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1839,1,23,S,H1M23,19,15.63811589,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1850,3,1,S,H3M1,19,15.73169521,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1858,3,3,S,H3M3,20,15.7997529,II,DL,NaN,A,D
,,,,,,,,,,,,
917,1868,1,12,S,H1M12,20,15.88482501,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1870,3,8,S,H3M8,20,15.90183943,III,TR,NaN,A,TR
,,,,,,,,,,,,
917,1870,3,13,S,H3M13,20,15.90183943,III,VL,NaN,A,V
,,,,,,,,,,,,
917,1871,4,8,S,H4M8,20,15.91034665,III,TR,NaN,A,TR
,,,,,,,,,,,,
